	width	WT_1	WT_2	WT_3	WT_4	TG_1	TG_2	TG_3	TG_4
ENSMUSG00000094681	107	0	0	0	0	0	0	0	0
ENSMUSG00000094682	1581	0	0	0	0	0	0	0	0
ENSMUSG00000094683	2128	297	287	257	251	347	343	292	284
ENSMUSG00000094684	920	0	0	0	0	0	0	0	0
ENSMUSG00000094685	1266	189	226	245	215	285	294	225	229
ENSMUSG00000094686	870	0	0	0	0	0	0	0	0
ENSMUSG00000094687	279	0	0	0	0	0	0	0	0
ENSMUSG00000094688	83	0	0	0	0	0	0	0	0
ENSMUSG00000094689	351	0	0	0	0	0	0	0	0
ENSMUSG00000094690	518	0	0	0	0	0	0	0	0
ENSMUSG00000094691	110	0	0	0	0	0	0	0	0
ENSMUSG00000094692	936	0	0	0	0	0	0	0	0
ENSMUSG00000094693	736	0	0	0	0	0	0	0	0
ENSMUSG00000094694	351	0	0	0	0	0	0	0	0
ENSMUSG00000094695	264	0	0	0	0	0	2	0	0
ENSMUSG00000094696	954	0	0	0	0	0	0	0	0
ENSMUSG00000094697	1278	0	0	0	0	0	0	0	0
ENSMUSG00000094698	537	0	0	0	0	0	0	0	0
ENSMUSG00000094699	345	0	0	0	0	0	0	0	0
ENSMUSG00000094700	924	0	0	0	0	0	0	0	0
ENSMUSG00000094701	933	0	0	0	0	0	0	0	0
ENSMUSG00000094702	67	0	0	0	0	0	0	0	0
ENSMUSG00000094703	107	0	0	0	0	0	0	0	0
ENSMUSG00000094704	63	0	0	0	0	0	0	0	0
ENSMUSG00000094706	987	0	0	0	0	0	0	0	0
ENSMUSG00000094707	1777	0	0	0	0	0	0	0	0
ENSMUSG00000094708	1002	0	1	1	0	0	1	0	0
ENSMUSG00000094709	127	0	0	0	0	0	0	0	0
ENSMUSG00000094710	107	0	0	0	0	0	0	0	0
ENSMUSG00000094712	573	0	0	0	0	0	0	0	0
ENSMUSG00000094713	107	0	0	0	0	0	0	0	0
ENSMUSG00000094714	703	0	0	0	0	0	0	0	0
ENSMUSG00000094715	1409	0	0	0	0	0	0	0	0
ENSMUSG00000094717	107	0	0	0	0	0	0	1	0
ENSMUSG00000094718	101	0	0	0	0	0	0	0	0
ENSMUSG00000094719	543	1	0	0	0	0	0	0	0
ENSMUSG00000094720	119	0	0	0	0	0	0	0	0
ENSMUSG00000094721	1241	0	0	0	0	0	0	0	0
ENSMUSG00000094723	79	0	0	0	0	0	0	0	0
ENSMUSG00000094724	2555	705	801	741	866	1352	1686	1260	1259
ENSMUSG00000094725	883	0	0	0	0	0	0	0	0
ENSMUSG00000094726	107	0	0	0	0	0	0	0	0
ENSMUSG00000094727	1950	0	0	0	0	0	0	0	0
ENSMUSG00000094729	1223	0	0	0	0	0	0	0	0
ENSMUSG00000094730	107	0	0	0	0	0	0	0	0
ENSMUSG00000094732	780	0	0	0	0	0	0	0	0
ENSMUSG00000094733	294	0	0	0	0	0	0	0	0
ENSMUSG00000094734	936	0	0	0	0	0	0	0	0
ENSMUSG00000094735	924	0	0	0	0	0	0	0	0
ENSMUSG00000094736	3500	0	0	0	0	0	0	0	0
ENSMUSG00000094737	844	10	8	9	6	8	13	11	10
ENSMUSG00000094738	107	0	0	0	0	0	0	0	0
ENSMUSG00000094739	1223	0	0	0	0	0	0	0	0
ENSMUSG00000094740	171	0	0	0	0	0	0	0	0
ENSMUSG00000094743	545	0	0	0	0	0	0	0	0
ENSMUSG00000094745	945	0	0	0	0	0	0	0	0
ENSMUSG00000094746	923	0	0	0	0	0	0	0	0
ENSMUSG00000094747	939	0	0	0	0	0	0	0	0
ENSMUSG00000094748	924	0	0	0	0	0	0	0	0
ENSMUSG00000094750	110	0	0	0	0	0	0	0	0
ENSMUSG00000094751	119	0	0	0	0	0	0	0	0
ENSMUSG00000094752	2568	0	0	0	0	0	0	0	0
ENSMUSG00000094753	79	0	0	0	0	0	0	0	0
ENSMUSG00000094754	107	0	0	0	0	0	0	0	0
ENSMUSG00000094755	924	0	0	0	0	0	0	0	0
ENSMUSG00000094757	921	0	0	0	0	0	0	0	0
ENSMUSG00000094758	331	2	5	2	2	13	16	15	19
ENSMUSG00000094759	907	0	0	0	0	0	0	0	0
ENSMUSG00000094760	119	0	0	0	0	0	0	0	0
ENSMUSG00000094762	966	0	0	0	0	0	0	0	0
ENSMUSG00000094763	735	0	0	0	0	0	0	0	0
ENSMUSG00000094764	930	0	0	0	0	0	0	0	0
ENSMUSG00000094765	79	0	0	0	0	0	0	0	0
ENSMUSG00000094766	451	1	0	0	0	2	4	3	1
ENSMUSG00000094767	1770	2	0	0	0	0	1	0	0
ENSMUSG00000094768	107	0	0	0	0	0	0	0	0
ENSMUSG00000094771	132	0	0	0	0	0	0	0	0
ENSMUSG00000094772	483	2	0	1	0	1	0	0	2
ENSMUSG00000094773	1224	0	0	0	0	0	0	0	0
ENSMUSG00000094775	639	0	0	0	0	0	0	0	0
ENSMUSG00000094777	482	0	1	0	0	1	1	3	0
ENSMUSG00000094778	942	0	0	0	0	0	0	0	0
ENSMUSG00000094779	331	0	0	0	0	0	0	0	0
ENSMUSG00000094780	110	0	0	0	0	0	0	0	0
ENSMUSG00000094782	932	0	0	0	0	0	0	0	0
ENSMUSG00000094784	1404	0	0	0	0	0	0	0	0
ENSMUSG00000094785	104	0	0	0	0	0	0	0	0
ENSMUSG00000094786	1656	12	10	12	7	10	11	8	11
ENSMUSG00000094787	377	0	0	0	0	0	0	0	0
ENSMUSG00000094789	930	0	0	0	0	0	0	0	0
ENSMUSG00000094790	501	187	198	249	228	128	160	121	132
ENSMUSG00000094792	406	0	0	0	1	3	5	2	1
ENSMUSG00000094793	926	0	0	0	0	0	0	0	0
ENSMUSG00000094794	736	0	0	0	0	0	0	0	0
ENSMUSG00000094796	504	32	50	23	25	259	290	187	226
ENSMUSG00000094797	347	0	0	0	0	0	0	0	0
ENSMUSG00000094798	924	0	0	0	0	0	0	0	0
ENSMUSG00000094800	1402	0	0	0	0	0	0	0	0
ENSMUSG00000094801	119	0	0	0	0	0	0	0	0
ENSMUSG00000094802	984	0	0	0	0	0	0	0	0
ENSMUSG00000094803	107	0	0	0	0	0	0	0	0
ENSMUSG00000094804	1402	0	0	0	0	0	0	0	0
ENSMUSG00000094805	927	0	0	0	0	0	0	0	0
ENSMUSG00000094806	1647	0	0	0	0	0	0	0	0
ENSMUSG00000094807	101	0	0	0	0	0	0	0	0
ENSMUSG00000094808	882	0	0	0	0	0	0	0	0
ENSMUSG00000094810	933	0	0	0	0	0	0	0	0
ENSMUSG00000094811	1828	0	0	0	0	0	0	0	0
ENSMUSG00000094812	165	0	0	0	0	0	0	0	0
ENSMUSG00000094813	1341	0	0	0	0	0	0	0	0
ENSMUSG00000094814	358	0	0	0	0	0	0	0	0
ENSMUSG00000094815	70	0	0	0	0	0	0	1	2
ENSMUSG00000094817	1879	0	0	0	0	0	0	0	0
ENSMUSG00000094818	425	0	0	0	0	0	0	0	0
ENSMUSG00000094819	1162	0	0	0	0	0	0	0	0
ENSMUSG00000094820	107	0	0	0	0	0	0	0	0
ENSMUSG00000094821	922	0	0	0	0	0	0	0	0
ENSMUSG00000094822	951	0	0	0	0	0	0	0	0
ENSMUSG00000094823	121	0	0	0	0	0	0	0	0
ENSMUSG00000094824	132	0	0	0	0	0	0	0	0
ENSMUSG00000094825	1907	1	0	0	0	0	0	0	0
ENSMUSG00000094826	164	0	0	0	0	0	0	0	0
ENSMUSG00000094827	1009	5	7	1	6	5	3	1	2
ENSMUSG00000094828	419	1	2	0	0	2	6	4	1
ENSMUSG00000094829	498	0	0	0	0	0	0	0	0
ENSMUSG00000094830	119	0	0	0	0	0	0	0	0
ENSMUSG00000094831	94	0	0	0	0	0	0	0	0
ENSMUSG00000094832	3073	0	0	0	0	0	0	0	0
ENSMUSG00000094833	107	0	0	0	0	0	0	0	0
ENSMUSG00000094834	78	0	0	0	0	0	0	0	0
ENSMUSG00000094837	94	0	0	0	0	0	0	0	0
ENSMUSG00000094838	1229	0	0	0	0	0	0	0	0
ENSMUSG00000094840	1887	3	1	1	4	30	14	9	25
ENSMUSG00000094841	2797	0	0	0	0	0	0	0	0
ENSMUSG00000094842	125	0	0	0	0	0	0	0	0
ENSMUSG00000094843	621	9	12	5	10	13	9	11	13
ENSMUSG00000094844	1123	12	3	10	6	17	20	12	11
ENSMUSG00000094845	531	0	1	1	1	0	0	0	0
ENSMUSG00000094846	1043	0	0	0	0	0	0	0	0
ENSMUSG00000094847	79	0	0	0	0	0	0	0	0
ENSMUSG00000094848	107	0	0	0	0	0	0	0	0
ENSMUSG00000094849	380	0	0	0	0	0	0	0	0
ENSMUSG00000094850	107	0	0	0	0	0	0	0	0
ENSMUSG00000094852	1005	3	5	4	2	0	3	2	6
ENSMUSG00000094854	720	0	0	0	0	0	0	0	0
ENSMUSG00000094856	1017	0	0	0	0	0	0	0	0
ENSMUSG00000094858	1018	0	0	0	0	0	0	0	0
ENSMUSG00000094860	1943	0	0	0	0	0	0	0	0
ENSMUSG00000094861	1035	0	0	0	0	0	0	0	0
ENSMUSG00000094862	351	0	0	0	0	0	0	0	0
ENSMUSG00000094864	468	0	0	0	0	0	0	0	0
ENSMUSG00000094865	405	0	1	1	2	2	0	0	2
ENSMUSG00000094866	110	0	0	0	0	0	0	0	0
ENSMUSG00000094867	543	0	0	0	0	0	0	0	0
ENSMUSG00000094868	1354	0	0	0	0	0	0	0	0
ENSMUSG00000094869	498	0	0	0	0	0	0	0	0
ENSMUSG00000094870	3067	1526	1568	1367	1092	2106	2270	1724	1891
ENSMUSG00000094872	353	0	0	0	0	0	0	0	0
ENSMUSG00000094873	1347	56	94	101	95	27	43	27	25
ENSMUSG00000094875	107	0	0	0	0	0	0	0	0
ENSMUSG00000094876	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094877	427	0	0	0	0	0	0	0	0
ENSMUSG00000094878	954	0	0	0	0	0	0	0	0
ENSMUSG00000094879	924	0	0	0	0	0	0	0	0
ENSMUSG00000094880	384	0	0	0	0	0	0	0	0
ENSMUSG00000094881	336	0	0	0	0	0	0	0	0
ENSMUSG00000094883	79	0	0	0	0	0	0	0	0
ENSMUSG00000094884	927	0	0	0	0	0	0	0	0
ENSMUSG00000094885	2212	0	0	0	0	0	0	0	0
ENSMUSG00000094886	240	7	15	14	29	12	14	10	6
ENSMUSG00000094888	79	0	0	0	0	0	0	0	0
ENSMUSG00000094889	88	0	0	0	0	0	0	0	0
ENSMUSG00000094890	94	0	0	0	0	0	0	0	0
ENSMUSG00000094891	948	0	0	0	0	0	0	0	0
ENSMUSG00000094892	2574	0	0	0	0	0	0	0	0
ENSMUSG00000094893	309	0	0	0	0	0	0	0	0
ENSMUSG00000094894	79	0	0	0	0	0	0	0	0
ENSMUSG00000094895	107	0	0	0	0	0	0	0	0
ENSMUSG00000094896	107	0	0	0	0	0	0	0	0
ENSMUSG00000094897	107	0	0	0	0	0	0	0	0
ENSMUSG00000094898	903	0	0	0	0	0	0	0	0
ENSMUSG00000094901	110	0	0	0	0	0	0	0	0
ENSMUSG00000094902	347	0	0	0	0	0	0	0	0
ENSMUSG00000094903	79	0	0	0	0	0	0	0	0
ENSMUSG00000094904	318	0	0	0	0	0	0	0	0
ENSMUSG00000094905	924	0	0	0	0	0	0	0	0
ENSMUSG00000094906	107	0	0	0	0	0	0	0	0
ENSMUSG00000094910	5786	0	0	0	1	1	0	0	0
ENSMUSG00000094911	1083	0	0	0	0	0	0	0	0
ENSMUSG00000094912	79	0	0	0	0	0	0	0	0
ENSMUSG00000094913	879	0	0	0	0	0	0	0	0
ENSMUSG00000094914	340	0	0	0	0	0	0	0	0
ENSMUSG00000094916	119	0	0	0	0	0	0	0	0
ENSMUSG00000094917	79	0	0	0	0	0	0	0	0
ENSMUSG00000094918	3152	0	0	0	0	0	0	0	0
ENSMUSG00000094919	79	0	0	0	0	0	0	0	0
ENSMUSG00000094920	2574	0	0	0	0	0	0	0	0
ENSMUSG00000094921	2574	0	0	0	0	0	0	0	0
ENSMUSG00000094922	79	0	0	0	0	0	0	0	0
ENSMUSG00000094923	94	0	0	0	0	0	0	0	0
ENSMUSG00000094925	1751	0	0	0	0	0	0	0	0
ENSMUSG00000094926	228	0	0	0	0	0	0	0	0
ENSMUSG00000094927	127	0	0	0	0	0	0	0	0
ENSMUSG00000094928	771	0	0	0	0	0	0	1	0
ENSMUSG00000094929	1750	0	0	0	0	0	0	0	0
ENSMUSG00000094930	380	0	0	0	0	0	0	0	0
ENSMUSG00000094931	924	0	0	0	0	0	0	0	0
ENSMUSG00000094932	1501	15	10	8	13	5	14	7	7
ENSMUSG00000094933	109	0	0	0	0	0	0	0	0
ENSMUSG00000094934	924	0	0	0	0	0	0	0	0
ENSMUSG00000094935	2099	161	182	160	169	314	422	297	296
ENSMUSG00000094936	4940	498	561	526	441	720	870	613	672
ENSMUSG00000094937	108	0	0	0	0	0	0	0	0
ENSMUSG00000094938	107	0	0	0	0	0	0	0	0
ENSMUSG00000094939	1083	0	0	0	0	0	0	0	0
ENSMUSG00000094940	351	0	0	0	0	0	0	0	0
ENSMUSG00000094941	2022	0	0	0	0	0	0	0	0
ENSMUSG00000094942	2310	107	78	35	36	106	103	99	116
ENSMUSG00000094943	121	0	0	0	0	0	0	0	0
ENSMUSG00000094945	901	0	0	0	0	0	0	0	0
ENSMUSG00000094946	121	0	0	0	0	0	0	0	0
ENSMUSG00000094947	336	0	0	0	0	0	0	0	0
ENSMUSG00000094948	300	0	0	0	0	0	0	0	0
ENSMUSG00000094949	939	0	0	0	0	0	0	0	0
ENSMUSG00000094950	2556	0	0	0	0	0	0	0	0
ENSMUSG00000094951	353	0	0	0	0	0	0	0	0
ENSMUSG00000094952	89	0	0	0	0	0	0	0	0
ENSMUSG00000094954	1751	0	0	0	0	0	0	0	0
ENSMUSG00000094955	78	0	0	0	0	0	0	0	0
ENSMUSG00000094956	119	0	0	0	0	0	0	0	0
ENSMUSG00000094957	10	0	0	0	0	0	0	0	0
ENSMUSG00000094958	1812	0	0	0	0	0	0	0	0
ENSMUSG00000094959	83	0	0	0	3	0	0	0	0
ENSMUSG00000094960	94	0	0	0	0	0	0	0	0
ENSMUSG00000094962	51	0	0	0	0	0	0	0	0
ENSMUSG00000094963	107	0	0	0	0	0	0	0	0
ENSMUSG00000094964	1502	0	0	0	0	0	0	0	0
ENSMUSG00000094965	88	0	0	0	0	0	0	0	0
ENSMUSG00000094966	563	1	1	0	0	14	22	18	8
ENSMUSG00000094967	1137	0	0	0	0	0	0	0	0
ENSMUSG00000094968	121	0	0	0	0	0	0	0	0
ENSMUSG00000094969	126	0	0	0	0	0	0	0	0
ENSMUSG00000094970	1079	0	0	0	0	0	0	0	0
ENSMUSG00000094971	110	0	0	0	0	0	0	0	0
ENSMUSG00000094972	104	0	0	0	0	0	0	0	0
ENSMUSG00000094973	1573	171	158	202	236	117	179	103	107
ENSMUSG00000094974	438	345	578	540	588	190	260	152	127
ENSMUSG00000094975	537	0	0	0	0	0	0	0	0
ENSMUSG00000094976	110	0	0	0	0	0	0	0	0
ENSMUSG00000094977	107	0	0	0	0	0	0	0	0
ENSMUSG00000094978	421	0	0	0	0	0	0	0	0
ENSMUSG00000094979	107	0	0	0	0	0	0	0	0
ENSMUSG00000094980	164	0	0	0	0	0	0	0	0
ENSMUSG00000094981	924	0	0	0	0	0	0	0	0
ENSMUSG00000094982	107	0	0	0	0	0	0	0	0
ENSMUSG00000094983	67	0	0	0	0	0	0	0	0
ENSMUSG00000094985	4969	0	0	0	0	0	0	0	0
ENSMUSG00000094986	1041	0	0	0	0	0	0	0	0
ENSMUSG00000094987	94	0	0	0	0	0	0	0	0
ENSMUSG00000094989	579	709	852	929	848	384	439	323	364
ENSMUSG00000094991	974	0	0	0	0	0	0	0	0
ENSMUSG00000094992	1490	0	0	0	0	0	0	0	0
ENSMUSG00000094993	394	0	0	0	0	0	0	0	0
ENSMUSG00000094994	94	0	0	0	0	0	0	0	0
ENSMUSG00000094995	1325	0	0	0	0	0	0	0	0
ENSMUSG00000094997	94	0	0	0	0	0	0	0	0
ENSMUSG00000094998	79	0	0	0	0	0	0	0	0
ENSMUSG00000094999	498	0	0	0	0	0	0	0	0
ENSMUSG00000095000	121	0	0	0	0	0	0	0	0
ENSMUSG00000095002	1033	0	0	0	0	0	0	0	0
ENSMUSG00000095003	107	0	0	0	0	0	0	0	0
ENSMUSG00000095005	1150	0	0	0	0	0	0	0	0
ENSMUSG00000095006	81	0	0	0	0	0	0	0	0
ENSMUSG00000095007	347	0	0	0	0	0	0	0	0
ENSMUSG00000095008	1150	0	0	0	0	0	0	0	0
ENSMUSG00000095009	79	0	0	0	0	0	0	0	0
ENSMUSG00000095010	80	0	0	0	0	0	0	0	0
ENSMUSG00000095011	931	0	0	0	0	0	0	0	0
ENSMUSG00000095015	2075	1	0	0	1	0	0	1	2
ENSMUSG00000095016	107	0	0	0	0	0	0	0	0
ENSMUSG00000095017	399	0	0	0	0	0	0	0	0
ENSMUSG00000095020	108	0	0	0	0	0	0	0	0
ENSMUSG00000095021	79	0	0	0	0	0	0	0	0
ENSMUSG00000095022	1291	0	0	0	0	0	0	0	0
ENSMUSG00000095023	107	0	0	0	0	0	0	0	1
ENSMUSG00000095024	1816	0	0	0	0	0	0	0	0
ENSMUSG00000095025	107	0	0	0	0	0	0	0	0
ENSMUSG00000095026	1152	0	0	0	1	0	0	0	0
ENSMUSG00000095027	109	0	0	0	0	0	0	0	0
ENSMUSG00000095028	2877	0	0	0	0	0	0	0	0
ENSMUSG00000095029	573	0	0	0	0	1	2	0	0
ENSMUSG00000095030	942	0	0	0	0	0	0	0	0
ENSMUSG00000095031	79	0	0	0	0	0	0	0	0
ENSMUSG00000095032	1343	0	0	0	0	0	0	0	0
ENSMUSG00000095033	107	0	0	0	0	0	0	0	0
ENSMUSG00000095034	468	0	0	0	0	0	0	0	0
ENSMUSG00000095035	121	0	0	0	0	0	0	0	0
ENSMUSG00000095037	132	0	0	0	0	0	0	0	0
ENSMUSG00000095040	868	0	1	8	1	3	1	0	1
ENSMUSG00000095042	1002	1	2	0	0	0	0	0	0
ENSMUSG00000095044	1415	0	0	0	0	0	0	0	0
ENSMUSG00000095045	94	0	0	0	0	0	0	0	0
ENSMUSG00000095047	101	0	0	0	0	0	0	0	0
ENSMUSG00000095048	1325	0	0	0	0	0	0	0	0
ENSMUSG00000095049	930	0	0	0	0	0	0	0	0
ENSMUSG00000095051	127	0	0	0	0	0	0	0	0
ENSMUSG00000095052	107	0	0	0	0	0	0	0	0
ENSMUSG00000095053	105	0	0	0	0	0	0	0	0
ENSMUSG00000095054	780	0	1	1	3	1	2	0	3
ENSMUSG00000095056	1825	0	0	0	0	0	0	0	0
ENSMUSG00000095057	1650	0	0	0	0	0	0	0	0
ENSMUSG00000095059	107	0	0	0	0	0	0	0	0
ENSMUSG00000095060	94	0	0	0	0	0	0	0	0
ENSMUSG00000095061	1015	0	0	0	0	0	0	0	0
ENSMUSG00000095063	925	0	0	0	0	0	0	0	0
ENSMUSG00000095064	924	0	0	0	0	0	0	0	0
ENSMUSG00000095065	714	0	0	0	0	0	0	0	0
ENSMUSG00000095066	425	0	0	0	0	0	0	0	0
ENSMUSG00000095068	107	1	0	0	0	0	0	1	0
ENSMUSG00000095069	121	0	0	0	0	0	0	0	0
ENSMUSG00000095070	107	0	0	0	0	0	0	0	0
ENSMUSG00000095071	1404	0	0	0	0	0	0	0	0
ENSMUSG00000095072	101	0	0	0	0	0	0	0	0
ENSMUSG00000095073	119	0	0	0	0	0	0	0	0
ENSMUSG00000095074	2905	0	0	0	0	0	0	0	0
ENSMUSG00000095075	945	0	0	0	0	0	0	0	0
ENSMUSG00000095078	973	28	48	63	67	47	35	31	29
ENSMUSG00000095079	2668	1	1	0	0	0	0	2	5
ENSMUSG00000095081	921	0	0	0	0	0	0	0	0
ENSMUSG00000095082	2026	0	0	0	0	0	0	0	0
ENSMUSG00000095085	107	0	0	0	0	0	0	0	0
ENSMUSG00000095086	107	0	0	0	0	0	0	0	0
ENSMUSG00000095087	107	0	0	0	0	1	0	0	1
ENSMUSG00000095088	342	0	0	0	0	1	5	8	2
ENSMUSG00000095089	639	0	0	0	0	0	0	0	0
ENSMUSG00000095091	79	0	0	0	0	0	0	0	0
ENSMUSG00000095093	2574	0	0	0	0	0	0	0	0
ENSMUSG00000095094	110	0	0	0	0	0	0	0	0
ENSMUSG00000095095	939	0	0	0	0	0	0	0	0
ENSMUSG00000095096	375	0	0	0	0	0	0	0	0
ENSMUSG00000095097	132	0	0	0	0	0	0	0	0
ENSMUSG00000095098	609	8	45	28	103	21	23	6	2
ENSMUSG00000095100	94	0	0	0	0	0	0	0	0
ENSMUSG00000095101	1462	0	0	0	0	0	1	0	0
ENSMUSG00000095102	121	0	0	0	0	0	0	0	0
ENSMUSG00000095103	673	0	0	0	0	0	0	0	0
ENSMUSG00000095104	1168	0	0	0	0	0	0	0	0
ENSMUSG00000095105	8103	175	234	263	265	446	812	440	525
ENSMUSG00000095107	898	0	0	0	0	0	0	0	0
ENSMUSG00000095108	468	0	0	0	0	0	0	0	0
ENSMUSG00000095110	577	0	0	0	0	0	0	0	0
ENSMUSG00000095111	70	0	0	0	0	0	0	0	0
ENSMUSG00000095112	107	0	0	0	0	0	0	0	0
ENSMUSG00000095113	1412	0	0	0	0	0	0	0	0
ENSMUSG00000095115	6865	7	16	22	18	2	4	8	12
ENSMUSG00000095116	105	0	0	0	0	0	0	0	0
ENSMUSG00000095117	363	0	0	0	0	0	0	0	0
ENSMUSG00000095118	86	10	10	26	9	41	46	37	28
ENSMUSG00000095119	83	2	5	11	7	6	6	5	7
ENSMUSG00000095121	107	0	0	0	0	0	0	0	0
ENSMUSG00000095122	121	0	0	0	0	0	1	0	0
ENSMUSG00000095123	4838	250	269	280	183	372	504	303	326
ENSMUSG00000095125	903	0	0	0	0	0	0	0	0
ENSMUSG00000095126	379	2	2	1	1	8	5	10	13
ENSMUSG00000095127	386	0	0	0	0	0	0	0	0
ENSMUSG00000095128	1165	0	0	0	0	0	0	4	0
ENSMUSG00000095129	107	0	0	0	0	0	0	0	0
ENSMUSG00000095130	351	0	0	0	0	0	0	0	0
ENSMUSG00000095131	119	0	0	0	0	0	0	0	0
ENSMUSG00000095132	107	0	0	0	0	0	0	0	0
ENSMUSG00000095133	107	0	1	0	0	0	0	0	0
ENSMUSG00000095134	1248	12	42	7	17	43	57	28	17
ENSMUSG00000095135	923	0	0	0	0	0	0	0	0
ENSMUSG00000095136	382	0	0	0	0	0	0	1	1
ENSMUSG00000095137	399	1	1	2	0	0	0	0	0
ENSMUSG00000095138	1167	0	0	0	0	0	0	0	0
ENSMUSG00000095139	5587	0	0	0	0	0	0	0	0
ENSMUSG00000095140	107	0	0	0	0	0	0	0	0
ENSMUSG00000095141	927	0	0	0	0	0	0	0	0
ENSMUSG00000095142	107	0	0	0	0	0	0	0	0
ENSMUSG00000095143	1637	0	0	0	0	0	0	0	0
ENSMUSG00000095146	90	0	0	0	0	1	0	0	0
ENSMUSG00000095147	89	0	0	0	0	0	0	0	0
ENSMUSG00000095148	1342	0	0	0	0	0	0	0	0
ENSMUSG00000095149	62	0	0	0	0	0	0	0	0
ENSMUSG00000095150	441	23	38	39	41	13	15	13	20
ENSMUSG00000095151	124	0	0	0	0	0	0	0	0
ENSMUSG00000095152	639	0	0	0	0	0	0	0	0
ENSMUSG00000095153	923	0	0	0	0	0	0	0	0
ENSMUSG00000095154	88	0	0	0	0	0	0	0	0
ENSMUSG00000095155	94	0	0	0	0	0	0	0	0
ENSMUSG00000095156	918	0	0	0	0	0	0	0	0
ENSMUSG00000095159	1336	549	880	1001	1335	849	1018	860	701
ENSMUSG00000095160	110	0	0	0	0	0	0	0	0
ENSMUSG00000095161	870	0	0	0	0	0	0	0	0
ENSMUSG00000095163	921	0	0	0	0	0	0	0	0
ENSMUSG00000095165	107	0	0	0	0	0	0	0	0
ENSMUSG00000095168	1008	1	4	5	9	0	1	1	1
ENSMUSG00000095169	132	0	0	0	0	0	0	0	0
ENSMUSG00000095170	358	0	0	0	0	0	0	0	0
ENSMUSG00000095171	1077	0	0	0	0	0	0	0	0
ENSMUSG00000095172	1229	0	0	0	0	0	0	0	0
ENSMUSG00000095174	545	3	5	10	18	15	28	16	24
ENSMUSG00000095175	132	0	0	0	0	0	0	0	0
ENSMUSG00000095176	129	0	0	0	0	0	0	0	0
ENSMUSG00000095178	107	8	4	6	1	0	5	1	0
ENSMUSG00000095179	836	0	0	0	0	0	0	0	0
ENSMUSG00000095180	754	0	0	0	0	0	0	0	0
ENSMUSG00000095182	79	0	0	0	0	0	0	0	0
ENSMUSG00000095183	119	0	0	0	0	0	0	0	0
ENSMUSG00000095184	106	0	0	0	0	0	0	1	1
ENSMUSG00000095185	920	0	0	0	0	0	0	0	0
ENSMUSG00000095186	681	0	0	0	0	0	0	0	0
ENSMUSG00000095187	936	0	0	0	0	0	0	0	0
ENSMUSG00000095188	110	0	0	0	0	0	0	0	0
ENSMUSG00000095189	945	0	0	0	0	0	0	0	0
ENSMUSG00000095190	1581	0	0	0	0	0	0	0	0
ENSMUSG00000095191	924	0	0	0	0	0	0	0	0
ENSMUSG00000095192	528	0	0	0	0	0	0	0	0
ENSMUSG00000095193	1572	18	17	12	14	14	25	21	23
ENSMUSG00000095194	936	0	0	0	0	0	0	0	0
ENSMUSG00000095195	2084	1	0	2	0	0	0	0	0
ENSMUSG00000095196	1195	1	0	0	0	0	0	0	0
ENSMUSG00000095197	351	0	0	0	0	0	0	0	0
ENSMUSG00000095198	83	0	0	0	0	0	0	0	0
ENSMUSG00000095199	1754	0	1	5	1	0	0	1	0
ENSMUSG00000095200	388	0	0	0	0	0	0	0	0
ENSMUSG00000095201	924	0	0	0	0	0	0	0	0
ENSMUSG00000095202	387	7	14	15	12	5	5	1	2
ENSMUSG00000095203	1347	8	25	14	12	6	5	4	6
ENSMUSG00000095204	351	0	0	0	0	0	1	0	0
ENSMUSG00000095205	71	4	2	2	1	0	1	0	0
ENSMUSG00000095206	171	0	0	0	0	0	0	0	0
ENSMUSG00000095209	125	0	0	0	0	0	0	0	0
ENSMUSG00000095210	413	0	0	0	0	0	0	0	0
ENSMUSG00000095212	933	0	0	0	0	0	0	0	0
ENSMUSG00000095213	309	0	0	0	0	0	0	0	0
ENSMUSG00000095214	132	0	0	0	0	0	0	0	0
ENSMUSG00000095217	381	2	2	9	7	9	6	6	2
ENSMUSG00000095218	942	0	0	0	0	0	0	0	0
ENSMUSG00000095220	79	0	0	0	0	0	0	0	0
ENSMUSG00000095221	92	0	0	0	0	0	0	0	0
ENSMUSG00000095222	83	0	0	0	0	0	0	0	0
ENSMUSG00000095224	1498	0	0	0	0	0	0	0	0
ENSMUSG00000095226	899	0	0	0	0	0	0	0	0
ENSMUSG00000095228	114	0	0	0	0	0	0	0	0
ENSMUSG00000095229	1497	0	0	0	0	0	0	0	0
ENSMUSG00000095231	291	0	0	0	0	0	0	0	0
ENSMUSG00000095232	418	0	0	0	0	0	0	0	0
ENSMUSG00000095233	107	0	0	0	0	0	0	0	0
ENSMUSG00000095234	264	0	0	0	0	0	0	0	0
ENSMUSG00000095236	954	0	0	0	0	0	0	0	0
ENSMUSG00000095238	562	1	1	0	1	2	2	2	3
ENSMUSG00000095239	945	0	0	0	0	0	0	0	0
ENSMUSG00000095240	508	0	0	0	0	0	0	0	0
ENSMUSG00000095241	2566	0	0	0	0	0	0	0	0
ENSMUSG00000095242	1220	0	0	0	0	0	0	0	0
ENSMUSG00000095243	107	0	0	0	0	0	0	0	0
ENSMUSG00000095245	107	0	0	0	0	0	0	0	0
ENSMUSG00000095246	110	0	0	0	0	0	0	0	0
